Incident_ID,Asset_ID,Serial_Number,Incident_Date,Issue_Type,Resolution_Days,Repair_Cost
INC000657,AST001038,APP9730481037,2024-04-08,Hardware Failure,11,148.23
INC000658,AST001038,APP9730481037,2023-08-04,Performance Issue,13,113.65
INC000659,AST001038,APP9730481037,2022-12-29,Hardware Failure,6,323.17
INC000660,AST001040,MIC9261091039,2023-09-06,Network Issue,13,140.64
INC000661,AST001040,MIC9261091039,2023-05-03,Software Issue,11,453.53
INC000662,AST001042,MIC2293231041,2024-02-20,Network Issue,3,183.3
INC000663,AST001046,MIC5837171045,2023-10-16,Network Issue,15,368.18
INC000664,AST001046,MIC5837171045,2021-04-06,Performance Issue,1,134.25
INC000665,AST001046,MIC5837171045,2022-12-09,Hardware Failure,15,367.06
INC000666,AST001052,APP7924921051,2019-11-13,Hardware Failure,1,278.82
INC000667,AST001053,DEL9011121052,2022-01-24,Software Issue,1,127.39
INC000668,AST001057,MIC8448101056,2024-05-16,Hardware Failure,3,310.91
INC000669,AST001057,MIC8448101056,2024-01-04,Performance Issue,9,172.97
INC000670,AST001058,APP7407071057,2023-04-25,Software Issue,10,389.79
INC000671,AST001058,APP7407071057,2023-10-14,Hardware Failure,9,277.75
INC000672,AST001059,DEL1065501058,2022-09-09,Hardware Failure,7,374.72
INC000673,AST001059,DEL1065501058,2023-09-02,Network Issue,13,94.1
INC000674,AST001061,LEN6073711060,2021-01-25,Software Issue,5,178.85
INC000675,AST001061,LEN6073711060,2021-08-06,Performance Issue,9,474.84
INC000676,AST001061,LEN6073711060,2022-04-02,Software Issue,9,127.37
INC000677,AST001064,MIC9010501063,2022-01-06,Network Issue,2,201.48
INC000678,AST001064,MIC9010501063,2024-02-14,Performance Issue,13,357.19
INC000679,AST001066,LEN1525551065,2023-04-30,Hardware Failure,13,417.18
INC000680,AST001066,LEN1525551065,2023-12-20,Software Issue,1,133.86
INC000681,AST001066,LEN1525551065,2023-08-29,Network Issue,1,364.76
INC000682,AST001067,LEN7594951066,2023-02-04,Software Issue,5,162.99
INC000683,AST001071,MIC1519221070,2024-02-18,Software Issue,1,229.52
INC000684,AST001071,MIC1519221070,2023-05-09,Hardware Failure,3,196.76
INC000685,AST001072,DEL2242741071,2022-05-27,Software Issue,6,166.64
INC000686,AST001076,APP4283121075,2022-11-10,Performance Issue,5,452.06
INC000687,AST001078,APP7462021077,2022-12-09,Hardware Failure,2,79.22
INC000688,AST001078,APP7462021077,2022-06-15,Software Issue,10,324.24
INC000689,AST001078,APP7462021077,2023-06-09,Performance Issue,15,112.11
INC000690,AST001079,APP1486811078,2024-07-17,Network Issue,9,386.74
INC000691,AST001079,APP1486811078,2023-07-22,Hardware Failure,11,430.94
INC000692,AST001084,DEL2418411083,2022-03-02,Software Issue,1,490.94
INC000693,AST001088,MIC8783541087,2022-06-08,Software Issue,11,136.68
INC000694,AST001088,MIC8783541087,2020-12-23,Performance Issue,14,439.14
INC000695,AST001097,APP6614981096,2024-05-07,Software Issue,14,439.52
INC000696,AST001101,MIC4803681100,2023-01-11,Network Issue,15,452.84
INC000697,AST001104,HP2593651103,2021-03-17,Network Issue,6,55.86
INC000698,AST001105,HP9001301104,2023-02-15,Network Issue,11,123.92
INC000699,AST001105,HP9001301104,2023-11-13,Hardware Failure,14,302.55
INC000700,AST001105,HP9001301104,2024-04-14,Hardware Failure,1,307.26
INC000701,AST001107,LEN2993381106,2023-05-07,Network Issue,3,358.62
INC000702,AST001108,LEN6780031107,2022-05-01,Network Issue,15,278.76
INC000703,AST001108,LEN6780031107,2022-01-04,Hardware Failure,1,92.55
INC000704,AST001108,LEN6780031107,2021-01-24,Hardware Failure,10,188.76
INC000705,AST001109,HP2307371108,2024-03-15,Performance Issue,13,445.28
INC000706,AST001109,HP2307371108,2023-11-26,Network Issue,13,427.12
INC000707,AST001109,HP2307371108,2021-09-05,Hardware Failure,4,176.46
INC000708,AST001114,DEL8659821113,2021-05-12,Network Issue,4,172.6
INC000709,AST001114,DEL8659821113,2021-03-09,Software Issue,5,496.17
INC000710,AST001114,DEL8659821113,2024-02-22,Software Issue,11,143.11
INC000711,AST001115,LEN4588441114,2023-10-12,Software Issue,5,441.1
INC000712,AST001115,LEN4588441114,2024-06-22,Network Issue,15,286.33
INC000713,AST001115,LEN4588441114,2022-01-18,Hardware Failure,14,54.59
INC000714,AST001117,HP7504361116,2022-07-22,Network Issue,6,183.93
INC000715,AST001118,DEL8077361117,2023-03-30,Software Issue,2,440.68
INC000716,AST001120,LEN9467811119,2024-10-05,Network Issue,7,336.35
INC000717,AST001120,LEN9467811119,2024-06-12,Software Issue,6,339.17
INC000718,AST001120,LEN9467811119,2024-09-29,Performance Issue,7,479.05
INC000719,AST001121,APP8995551120,2019-10-22,Hardware Failure,15,273.27
INC000720,AST001121,APP8995551120,2018-08-31,Hardware Failure,8,251.43
INC000721,AST001124,APP3163941123,2023-08-31,Hardware Failure,12,132.36
INC000722,AST001128,HP4426991127,2021-12-18,Network Issue,7,200.03
INC000723,AST001128,HP4426991127,2019-04-30,Performance Issue,4,340.68
INC000724,AST001132,HP5726581131,2020-06-22,Network Issue,3,254.22
INC000725,AST001132,HP5726581131,2024-06-10,Network Issue,7,262.33
INC000726,AST001137,MIC3464021136,2023-08-09,Hardware Failure,11,118.91
INC000727,AST001137,MIC3464021136,2023-06-06,Hardware Failure,6,218.82
INC000728,AST001137,MIC3464021136,2022-05-30,Performance Issue,4,175.89
INC000729,AST001148,HP7201401147,2022-03-29,Network Issue,4,396.28
INC000730,AST001148,HP7201401147,2019-06-09,Hardware Failure,5,360.75
INC000731,AST001148,HP7201401147,2023-06-11,Software Issue,13,410.99
INC000732,AST001154,MIC3950741153,2020-08-26,Hardware Failure,9,499.08
INC000733,AST001154,MIC3950741153,2022-02-22,Network Issue,14,190.02
INC000734,AST001154,MIC3950741153,2024-09-26,Performance Issue,2,97.13
INC000735,AST001156,HP7624991155,2019-09-11,Performance Issue,4,77.14
INC000736,AST001161,LEN2336251160,2019-02-22,Network Issue,8,474.74
INC000737,AST001169,MIC2111341168,2023-03-07,Hardware Failure,4,408.05
INC000738,AST001169,MIC2111341168,2018-12-17,Network Issue,11,459.41
INC000739,AST001172,HP2379151171,2020-03-28,Hardware Failure,4,281.74
INC000740,AST001172,HP2379151171,2019-04-22,Software Issue,12,461.87
INC000741,AST001174,LEN3711821173,2021-05-17,Network Issue,8,461.75
INC000742,AST001174,LEN3711821173,2023-11-11,Hardware Failure,8,175.42
INC000743,AST001175,LEN9707751174,2023-01-17,Software Issue,7,281.59
INC000744,AST001175,LEN9707751174,2024-05-03,Software Issue,10,409.26
INC000745,AST001176,LEN3483321175,2024-07-19,Network Issue,10,235.1
INC000746,AST001176,LEN3483321175,2024-02-12,Performance Issue,6,280.51
INC000747,AST001178,LEN6547941177,2023-08-08,Network Issue,4,380.55
INC000748,AST001178,LEN6547941177,2021-03-14,Network Issue,13,358.38
INC000749,AST001191,APP2317531190,2024-09-24,Hardware Failure,9,334.9
INC000750,AST001191,APP2317531190,2021-01-03,Performance Issue,13,117.51
INC000751,AST001195,LEN3516411194,2023-03-03,Performance Issue,12,71.62
INC000752,AST001198,LEN3410851197,2024-10-13,Hardware Failure,9,204.22
INC000753,AST001198,LEN3410851197,2024-06-25,Software Issue,15,91.02
INC000754,AST001203,MIC7870361202,2023-07-04,Hardware Failure,1,282.2
INC000755,AST001203,MIC7870361202,2020-10-29,Performance Issue,12,337.01
INC000756,AST001204,DEL2673111203,2024-08-22,Network Issue,7,182.72
INC000757,AST001204,DEL2673111203,2024-03-18,Hardware Failure,2,153.7
INC000758,AST001204,DEL2673111203,2024-06-21,Performance Issue,4,148.52
INC000759,AST001206,APP7770511205,2021-06-23,Network Issue,8,386.41
INC000760,AST001206,APP7770511205,2021-02-12,Hardware Failure,15,263.31
INC000761,AST001207,DEL2780851206,2019-08-09,Hardware Failure,12,442.72
INC000762,AST001207,DEL2780851206,2023-11-11,Software Issue,14,279.44
INC000763,AST001207,DEL2780851206,2020-09-06,Hardware Failure,9,445.94
INC000764,AST001210,MIC6200701209,2023-08-17,Performance Issue,11,477.21
INC000765,AST001211,DEL1973521210,2024-10-01,Performance Issue,9,55.3
INC000766,AST001213,DEL8100191212,2024-03-29,Hardware Failure,4,90.65
INC000767,AST001213,DEL8100191212,2023-07-11,Hardware Failure,8,405.32
INC000768,AST001213,DEL8100191212,2023-11-02,Hardware Failure,14,101.5
INC000769,AST001216,LEN1457301215,2023-09-18,Hardware Failure,1,125.96
INC000770,AST001222,MIC1969581221,2023-08-11,Performance Issue,6,362.55
INC000771,AST001222,MIC1969581221,2021-02-15,Hardware Failure,11,353.17
INC000772,AST001226,DEL3330661225,2024-02-01,Performance Issue,2,464.85
INC000773,AST001226,DEL3330661225,2023-10-08,Network Issue,7,82.46
INC000774,AST001228,MIC3540731227,2024-01-20,Hardware Failure,13,382.28
INC000775,AST001228,MIC3540731227,2023-01-03,Hardware Failure,8,412.27
INC000776,AST001228,MIC3540731227,2023-10-20,Performance Issue,10,68.14
INC000777,AST001229,DEL4924411228,2024-08-02,Network Issue,3,313.0
INC000778,AST001229,DEL4924411228,2020-06-08,Software Issue,6,91.75
INC000779,AST001229,DEL4924411228,2021-09-13,Network Issue,13,107.64
INC000780,AST001237,MIC9547751236,2024-09-28,Software Issue,15,310.42
INC000781,AST001237,MIC9547751236,2024-09-14,Network Issue,9,70.05
INC000782,AST001248,MIC9998371247,2024-07-17,Software Issue,9,60.17
INC000783,AST001248,MIC9998371247,2022-04-25,Software Issue,1,277.95
INC000784,AST001253,LEN8891981252,2022-12-13,Hardware Failure,3,352.28
INC000785,AST001253,LEN8891981252,2021-06-25,Hardware Failure,4,259.55
INC000786,AST001253,LEN8891981252,2021-04-19,Software Issue,1,216.56
INC000787,AST001254,APP1522301253,2024-10-18,Hardware Failure,2,199.6
INC000788,AST001255,LEN2427181254,2021-11-26,Software Issue,11,88.89
INC000789,AST001255,LEN2427181254,2023-08-11,Hardware Failure,11,138.82
INC000790,AST001255,LEN2427181254,2022-11-24,Software Issue,8,255.45
INC000791,AST001256,HP2450841255,2024-09-27,Network Issue,4,272.65
INC000792,AST001256,HP2450841255,2024-03-05,Performance Issue,3,272.02
INC000793,AST001263,HP5194951262,2024-06-30,Hardware Failure,11,409.98
INC000794,AST001263,HP5194951262,2024-09-06,Network Issue,4,484.61
INC000795,AST001264,DEL2676771263,2021-07-10,Hardware Failure,15,201.52
INC000796,AST001264,DEL2676771263,2020-02-22,Hardware Failure,5,96.96
INC000797,AST001267,APP7148681266,2022-11-21,Performance Issue,2,261.93
INC000798,AST001267,APP7148681266,2022-10-21,Performance Issue,7,331.85
INC000799,AST001267,APP7148681266,2024-08-09,Performance Issue,11,443.24
INC000800,AST001270,HP2190361269,2023-02-07,Software Issue,13,85.99
INC000801,AST001270,HP2190361269,2022-07-09,Hardware Failure,13,241.18
INC000802,AST001270,HP2190361269,2022-05-08,Network Issue,8,157.58
INC000803,AST001274,APP1797051273,2022-08-13,Hardware Failure,15,477.05
INC000804,AST001275,HP2487581274,2023-10-22,Performance Issue,9,86.84
INC000805,AST001279,DEL8943521278,2021-01-30,Software Issue,1,428.12
INC000806,AST001279,DEL8943521278,2020-12-15,Network Issue,5,122.45
INC000807,AST001279,DEL8943521278,2019-04-23,Hardware Failure,8,332.27
INC000808,AST001281,LEN9180351280,2020-01-26,Network Issue,6,476.4
INC000809,AST001281,LEN9180351280,2022-09-30,Network Issue,14,428.25
INC000810,AST001281,LEN9180351280,2022-10-09,Network Issue,5,188.76
INC000811,AST001287,MIC2537351286,2018-09-25,Network Issue,1,341.04
INC000812,AST001288,HP4659171287,2019-07-14,Hardware Failure,14,75.7
INC000813,AST001292,LEN1662901291,2024-05-01,Software Issue,9,395.19
INC000814,AST001292,LEN1662901291,2021-01-18,Hardware Failure,12,98.97
INC000815,AST001292,LEN1662901291,2024-10-04,Performance Issue,3,367.36
INC000816,AST001293,LEN7098001292,2024-02-28,Hardware Failure,4,187.83
INC000817,AST001293,LEN7098001292,2023-07-07,Network Issue,12,289.0
INC000818,AST001295,APP4856061294,2024-03-16,Hardware Failure,14,412.92
INC000819,AST001295,APP4856061294,2022-11-02,Network Issue,3,351.79
INC000820,AST001295,APP4856061294,2022-10-23,Software Issue,8,82.07
INC000821,AST001299,APP9527081298,2023-04-19,Network Issue,8,126.45
INC000822,AST001299,APP9527081298,2022-03-15,Network Issue,12,459.47
INC000823,AST001299,APP9527081298,2022-08-29,Hardware Failure,1,421.64
INC000824,AST001307,MIC1502521306,2019-03-25,Software Issue,5,244.69
INC000825,AST001308,DEL8888071307,2024-07-19,Hardware Failure,8,390.16
INC000826,AST001308,DEL8888071307,2024-04-10,Software Issue,3,333.42
INC000827,AST001308,DEL8888071307,2023-11-21,Performance Issue,14,310.16
INC000828,AST001310,DEL3942411309,2024-07-02,Hardware Failure,7,399.96
INC000829,AST001310,DEL3942411309,2024-08-21,Network Issue,15,366.63
INC000830,AST001311,MIC4920991310,2023-01-25,Hardware Failure,6,263.89
INC000831,AST001313,HP8339111312,2024-05-12,Software Issue,9,313.93
INC000832,AST001313,HP8339111312,2021-09-02,Hardware Failure,10,228.97
INC000833,AST001315,MIC1772691314,2023-11-29,Performance Issue,8,193.07
INC000834,AST001315,MIC1772691314,2023-07-17,Software Issue,3,443.89
INC000835,AST001318,LEN6507031317,2023-03-02,Hardware Failure,10,323.15
INC000836,AST001318,LEN6507031317,2023-12-28,Performance Issue,11,157.63
INC000837,AST001322,DEL7381961321,2021-10-10,Hardware Failure,11,365.18
INC000838,AST001322,DEL7381961321,2021-05-07,Network Issue,15,105.56
INC000839,AST001324,APP4246601323,2020-04-03,Network Issue,15,79.66
INC000840,AST001324,APP4246601323,2019-05-14,Software Issue,8,398.94
INC000841,AST001327,MIC1000891326,2021-12-07,Software Issue,5,120.81
INC000842,AST001327,MIC1000891326,2022-01-11,Network Issue,12,235.77
INC000843,AST001327,MIC1000891326,2022-11-12,Software Issue,3,149.53
INC000844,AST001331,APP8981121330,2021-10-08,Network Issue,2,343.08
INC000845,AST001333,APP3136191332,2024-10-17,Network Issue,14,388.87
INC000846,AST001333,APP3136191332,2020-09-08,Software Issue,2,316.85
INC000847,AST001334,APP6110571333,2022-04-19,Network Issue,13,463.62
INC000848,AST001334,APP6110571333,2022-05-08,Software Issue,6,492.89
INC000849,AST001339,LEN5702071338,2023-08-25,Hardware Failure,11,268.48
INC000850,AST001339,LEN5702071338,2020-05-28,Performance Issue,2,290.77
INC000851,AST001339,LEN5702071338,2018-12-19,Performance Issue,13,133.3
INC000852,AST001340,APP1919911339,2022-10-23,Network Issue,8,62.17
INC000853,AST001340,APP1919911339,2020-11-23,Network Issue,4,412.25
INC000854,AST001343,LEN3360641342,2023-10-17,Hardware Failure,5,322.15
INC000855,AST001343,LEN3360641342,2024-06-26,Hardware Failure,3,304.61
INC000856,AST001345,DEL6680771344,2019-07-31,Performance Issue,11,336.0
INC000857,AST001345,DEL6680771344,2019-09-14,Network Issue,12,268.75
INC000858,AST001347,DEL3572101346,2021-12-25,Network Issue,3,272.64
INC000859,AST001347,DEL3572101346,2024-09-11,Network Issue,3,458.67
INC000860,AST001347,DEL3572101346,2022-10-28,Network Issue,11,345.24
INC000861,AST001351,DEL2397341350,2024-08-16,Hardware Failure,1,107.24
INC000862,AST001351,DEL2397341350,2020-09-11,Software Issue,12,193.94
INC000863,AST001364,LEN3149891363,2022-05-08,Software Issue,15,88.83
INC000864,AST001364,LEN3149891363,2024-04-21,Software Issue,14,322.43
INC000865,AST001364,LEN3149891363,2022-10-18,Performance Issue,12,291.7
INC000866,AST001365,MIC8839081364,2023-03-18,Hardware Failure,5,87.88
INC000867,AST001365,MIC8839081364,2023-10-31,Software Issue,15,347.46
INC000868,AST001365,MIC8839081364,2023-11-02,Performance Issue,2,354.0
INC000869,AST001368,LEN9476231367,2023-10-19,Hardware Failure,11,210.65
INC000870,AST001368,LEN9476231367,2024-01-15,Hardware Failure,9,365.67
INC000871,AST001373,HP1148481372,2023-04-04,Hardware Failure,8,205.08
INC000872,AST001373,HP1148481372,2021-08-27,Software Issue,13,244.05
INC000873,AST001374,HP3833931373,2021-10-09,Network Issue,6,91.11
INC000874,AST001374,HP3833931373,2020-03-03,Performance Issue,1,112.98
INC000875,AST001374,HP3833931373,2020-09-05,Hardware Failure,13,265.92
INC000876,AST001378,MIC9843941377,2024-08-27,Network Issue,2,233.08
INC000877,AST001378,MIC9843941377,2022-08-30,Software Issue,12,255.81
INC000878,AST001383,MIC9245491382,2020-06-02,Performance Issue,10,477.32
INC000879,AST001385,APP6362211384,2022-06-14,Hardware Failure,1,133.38
INC000880,AST001385,APP6362211384,2024-05-28,Software Issue,13,201.6
INC000881,AST001385,APP6362211384,2022-08-21,Performance Issue,14,161.92
INC000882,AST001386,LEN4547531385,2024-09-20,Software Issue,15,105.81
INC000883,AST001392,DEL4838321391,2020-04-24,Hardware Failure,10,468.11
INC000884,AST001392,DEL4838321391,2021-05-20,Performance Issue,3,366.2
INC000885,AST001394,HP9358161393,2024-08-08,Network Issue,14,223.27
INC000886,AST001395,LEN2204861394,2023-06-25,Software Issue,14,88.96
INC000887,AST001395,LEN2204861394,2023-10-01,Performance Issue,5,112.45
INC000888,AST001398,DEL5358051397,2022-06-25,Network Issue,9,104.8
INC000889,AST001399,APP2409571398,2024-02-08,Software Issue,5,369.84
INC000890,AST001402,LEN4999181401,2019-07-19,Network Issue,4,386.7
INC000891,AST001402,LEN4999181401,2019-10-29,Performance Issue,11,239.19
INC000892,AST001402,LEN4999181401,2020-03-22,Performance Issue,12,231.85
INC000893,AST001403,HP8790401402,2023-12-13,Performance Issue,6,76.37
INC000894,AST001406,LEN5455671405,2023-05-16,Performance Issue,7,262.81
INC000895,AST001406,LEN5455671405,2022-08-05,Network Issue,4,496.7
INC000896,AST001406,LEN5455671405,2023-05-27,Software Issue,8,424.34
INC000897,AST001407,MIC6608421406,2024-01-22,Performance Issue,7,71.28
INC000898,AST001412,MIC1494831411,2020-05-26,Software Issue,2,300.41
INC000899,AST001412,MIC1494831411,2020-11-07,Performance Issue,5,79.38
INC000900,AST001413,DEL2224141412,2019-09-17,Hardware Failure,10,395.01
INC000901,AST001413,DEL2224141412,2021-08-18,Performance Issue,10,360.41
INC000902,AST001413,DEL2224141412,2022-08-11,Performance Issue,9,351.58
INC000903,AST001415,HP3901701414,2020-10-27,Software Issue,1,284.42
INC000904,AST001415,HP3901701414,2024-07-14,Network Issue,4,321.58
INC000905,AST001419,MIC3355151418,2020-03-06,Hardware Failure,1,157.83
INC000906,AST001419,MIC3355151418,2020-11-20,Performance Issue,9,405.84
INC000907,AST001419,MIC3355151418,2022-06-12,Software Issue,2,331.06
INC000908,AST001422,DEL5053761421,2018-10-21,Performance Issue,14,341.66
INC000909,AST001423,HP4109421422,2023-11-23,Hardware Failure,10,479.17
INC000910,AST001423,HP4109421422,2023-04-08,Network Issue,4,471.75
INC000911,AST001423,HP4109421422,2023-08-21,Hardware Failure,7,309.67
INC000912,AST001432,DEL9903801431,2023-11-01,Software Issue,11,237.29
INC000913,AST001432,DEL9903801431,2023-10-27,Performance Issue,8,381.56
INC000914,AST001432,DEL9903801431,2022-12-03,Network Issue,8,490.65
INC000915,AST001435,LEN7121051434,2022-03-20,Hardware Failure,12,276.59
INC000916,AST001435,LEN7121051434,2022-08-03,Software Issue,11,309.97
INC000917,AST001435,LEN7121051434,2022-03-19,Network Issue,8,225.51
INC000918,AST001436,MIC7956331435,2023-06-14,Performance Issue,13,230.58
INC000919,AST001436,MIC7956331435,2023-07-21,Hardware Failure,2,307.04
INC000920,AST001438,APP9581661437,2023-07-15,Software Issue,8,131.07
INC000921,AST001438,APP9581661437,2023-06-14,Network Issue,5,347.41
INC000922,AST001438,APP9581661437,2022-12-30,Software Issue,1,373.7
INC000923,AST001441,MIC3861761440,2022-08-28,Network Issue,2,354.83
INC000924,AST001441,MIC3861761440,2022-12-07,Hardware Failure,6,110.8
INC000925,AST001443,MIC1429231442,2021-05-17,Hardware Failure,3,129.62
INC000926,AST001445,DEL3327971444,2023-11-10,Network Issue,6,389.69
INC000927,AST001445,DEL3327971444,2024-08-14,Software Issue,3,110.38
INC000928,AST001445,DEL3327971444,2024-03-24,Hardware Failure,6,448.93
INC000929,AST001448,LEN4892881447,2024-07-01,Software Issue,6,197.73
INC000930,AST001448,LEN4892881447,2024-10-19,Hardware Failure,10,295.61
INC000931,AST001456,HP7335441455,2023-12-28,Hardware Failure,9,298.53
INC000932,AST001458,APP9057041457,2021-10-23,Software Issue,13,493.98
INC000933,AST001458,APP9057041457,2022-08-02,Hardware Failure,6,256.48
INC000934,AST001458,APP9057041457,2023-10-01,Hardware Failure,13,196.15
INC000935,AST001459,LEN5732851458,2024-08-31,Network Issue,1,414.38
INC000936,AST001459,LEN5732851458,2023-01-07,Software Issue,10,414.93
INC000937,AST001460,APP4367521459,2024-03-15,Performance Issue,8,455.74
INC000938,AST001460,APP4367521459,2022-06-14,Software Issue,14,482.0
INC000939,AST001460,APP4367521459,2023-12-02,Network Issue,5,397.81
INC000940,AST001465,LEN2716171464,2022-11-10,Software Issue,12,236.97
INC000941,AST001466,HP9470381465,2023-01-08,Software Issue,15,340.3
INC000942,AST001466,HP9470381465,2023-12-26,Software Issue,8,205.8
INC000943,AST001466,HP9470381465,2023-01-09,Software Issue,2,158.99
INC000944,AST001475,LEN1009581474,2020-10-23,Network Issue,14,57.18
INC000945,AST001475,LEN1009581474,2021-06-03,Software Issue,4,445.47
INC000946,AST001475,LEN1009581474,2024-01-29,Software Issue,3,329.03
INC000947,AST001480,MIC3174531479,2022-12-23,Software Issue,7,79.52
INC000948,AST001486,DEL3271281485,2019-09-15,Software Issue,3,269.51
INC000949,AST001486,DEL3271281485,2024-01-18,Network Issue,4,282.96
INC000950,AST001486,DEL3271281485,2018-08-18,Performance Issue,12,430.3
INC000951,AST001489,HP3557231488,2022-10-29,Network Issue,15,418.8
INC000952,AST001489,HP3557231488,2023-11-29,Software Issue,12,204.79
INC000953,AST001491,HP7269151490,2019-03-29,Performance Issue,10,487.98
INC000954,AST001491,HP7269151490,2024-10-02,Software Issue,12,278.21
INC000955,AST001491,HP7269151490,2023-10-07,Performance Issue,11,53.98
INC000956,AST001497,DEL7518341496,2020-07-10,Hardware Failure,15,133.82
INC000957,AST001499,MIC4657971498,2022-12-22,Hardware Failure,5,142.48
INC000958,AST001499,MIC4657971498,2022-06-29,Software Issue,4,490.4
INC000959,AST001499,MIC4657971498,2023-06-13,Software Issue,11,249.18
INC000960,AST001503,MIC4383921502,2023-11-05,Software Issue,12,113.13
INC000961,AST001503,MIC4383921502,2023-09-19,Performance Issue,4,294.55
INC000962,AST001507,DEL4613701506,2021-03-10,Network Issue,10,56.04
INC000963,AST001508,HP3050651507,2021-12-14,Hardware Failure,10,366.21
INC000964,AST001508,HP3050651507,2024-06-12,Performance Issue,12,236.6
INC000965,AST001512,HP1047971511,2023-05-23,Software Issue,15,463.54
INC000966,AST001512,HP1047971511,2023-10-10,Software Issue,6,388.12
INC000967,AST001512,HP1047971511,2024-10-22,Network Issue,14,425.16
INC000968,AST001514,HP5901461513,2024-08-12,Software Issue,2,428.75
INC000969,AST001514,HP5901461513,2023-11-14,Network Issue,14,258.36
INC000970,AST001515,MIC2390991514,2024-08-04,Software Issue,2,95.47
INC000971,AST001515,MIC2390991514,2022-08-07,Network Issue,2,98.68
INC000972,AST001522,DEL8100741521,2020-04-14,Network Issue,2,221.43
INC000973,AST001523,DEL2596491522,2023-08-28,Software Issue,6,420.62
INC000974,AST001523,DEL2596491522,2023-03-12,Hardware Failure,15,428.34
INC000975,AST001528,DEL5828791527,2022-09-03,Software Issue,4,113.25
INC000976,AST001528,DEL5828791527,2021-12-25,Hardware Failure,12,484.92
INC000977,AST001528,DEL5828791527,2024-09-14,Network Issue,8,351.32
INC000978,AST001533,LEN2822551532,2021-11-15,Performance Issue,10,218.78
INC000979,AST001533,LEN2822551532,2024-02-17,Performance Issue,14,182.35
INC000980,AST001542,MIC8236171541,2021-06-11,Software Issue,13,63.11
INC000981,AST001543,HP2522041542,2021-03-14,Hardware Failure,5,205.25
INC000982,AST001543,HP2522041542,2020-08-21,Hardware Failure,10,270.6
INC000983,AST001546,APP4843271545,2022-09-07,Performance Issue,1,66.61
INC000984,AST001551,MIC2274161550,2024-04-19,Performance Issue,4,301.14
INC000985,AST001551,MIC2274161550,2024-10-13,Network Issue,14,53.58
INC000986,AST001552,MIC9093041551,2024-02-18,Hardware Failure,2,387.53
INC000987,AST001554,DEL5748171553,2021-04-02,Software Issue,14,465.68
INC000988,AST001555,APP6507231554,2021-10-05,Software Issue,3,410.3
INC000989,AST001557,LEN6397581556,2023-03-10,Hardware Failure,9,258.09
INC000990,AST001557,LEN6397581556,2021-10-15,Hardware Failure,9,209.44
INC000991,AST001560,MIC6975281559,2022-11-12,Software Issue,8,188.47
INC000992,AST001566,MIC5505721565,2023-01-20,Network Issue,4,415.48
INC000993,AST001566,MIC5505721565,2022-12-15,Network Issue,14,487.46
INC000994,AST001566,MIC5505721565,2021-09-22,Network Issue,13,459.01
INC000995,AST001572,APP4957031571,2023-01-04,Hardware Failure,5,111.91
INC000996,AST001572,APP4957031571,2024-09-01,Performance Issue,3,126.95
INC000997,AST001572,APP4957031571,2024-02-16,Software Issue,8,445.52
INC000998,AST001573,MIC8958551572,2024-05-17,Performance Issue,1,385.41
INC000999,AST001573,MIC8958551572,2023-01-15,Software Issue,9,381.78
INC001000,AST001573,MIC8958551572,2024-09-14,Hardware Failure,2,360.84
INC001001,AST001576,APP9216181575,2023-01-06,Performance Issue,8,246.49
INC001002,AST001576,APP9216181575,2022-08-12,Performance Issue,3,425.64
INC001003,AST001576,APP9216181575,2024-01-12,Network Issue,15,60.31
INC001004,AST001578,LEN8910251577,2023-11-13,Performance Issue,14,60.05
INC001005,AST001580,LEN1334401579,2022-09-15,Network Issue,12,54.16
INC001006,AST001580,LEN1334401579,2022-12-05,Software Issue,3,397.29
INC001007,AST001581,DEL1824851580,2021-06-06,Network Issue,14,101.43
INC001008,AST001581,DEL1824851580,2021-12-04,Network Issue,7,421.56
INC001009,AST001586,HP4560791585,2023-03-04,Performance Issue,12,291.85
INC001010,AST001586,HP4560791585,2024-04-02,Performance Issue,1,396.35
INC001011,AST001592,HP1879201591,2022-02-04,Performance Issue,4,178.01
INC001012,AST001592,HP1879201591,2020-06-17,Software Issue,3,187.0
INC001013,AST001594,LEN9993491593,2024-04-08,Performance Issue,12,312.77
INC001014,AST001594,LEN9993491593,2024-08-28,Network Issue,13,475.96
INC001015,AST001598,HP6173101597,2019-10-06,Hardware Failure,14,398.01
INC001016,AST001599,MIC9418401598,2020-07-04,Performance Issue,11,156.4
INC001017,AST001599,MIC9418401598,2023-07-01,Performance Issue,10,296.42
INC001018,AST001600,MIC8262331599,2023-04-25,Network Issue,9,492.89
INC001019,AST001600,MIC8262331599,2024-10-01,Software Issue,14,192.83
INC001020,AST001614,DEL6095761613,2023-07-13,Performance Issue,13,183.29
INC001021,AST001614,DEL6095761613,2023-07-07,Performance Issue,5,414.9
INC001022,AST001617,LEN3724421616,2023-04-29,Hardware Failure,10,189.86
INC001023,AST001617,LEN3724421616,2018-09-19,Performance Issue,9,247.07
INC001024,AST001617,LEN3724421616,2021-05-12,Hardware Failure,14,257.76
INC001025,AST001618,MIC5782391617,2023-03-20,Hardware Failure,3,241.24
INC001026,AST001619,HP8968691618,2023-04-03,Software Issue,1,439.01
INC001027,AST001619,HP8968691618,2024-07-07,Software Issue,15,424.75
INC001028,AST001619,HP8968691618,2023-08-20,Hardware Failure,6,454.62
