Asset_ID,Serial_Number,Manufacturer,Model,Asset_Type,Purchase_Date,Purchase_Cost,Warranty_End_Date,Region,Department,Assigned_User,Status,OS_Version,Encryption_Status,Last_Login_Days_Ago,Avg_CPU_Usage_Percent,Disk_Usage_Percent,Has_Failed,Age_Years
AST001146,APP5699661145,Apple,MacBook Air M1,Laptop,2018-02-12,2138.01,2023-02-11,Europe,Sales,user6131,Disposed,macOS Sonoma,Encrypted,1726,0.0,0.0,No,6.72
AST001147,HP1844661146,HP,EliteDesk 800,Desktop,2022-08-24,1397.24,,Asia Pacific,Marketing,user3516,Active,Windows 10,Encrypted,2,49.4,62.37,No,2.19
AST001148,HP7201401147,HP,ProBook 450,Tablet,2018-04-24,654.2,2019-04-24,Latin America,Finance,user7725,Retired,,Encrypted,825,0.0,0.0,Yes,6.52
AST001149,APP4952951148,Apple,Mac Mini M1,Desktop,2019-09-24,868.92,,Asia Pacific,Marketing,user3947,Retired,Ubuntu 20.04,Encrypted,532,0.0,0.0,No,5.1
AST001150,DEL1673521149,Dell,OptiPlex 7090,Tablet,2019-02-02,1055.14,2020-02-02,North America,Finance,user4677,Active,,Unknown,1,34.5,64.99,No,5.74
AST001151,HP6237671150,HP,ProBook 450,Laptop,2018-11-09,2485.44,2023-11-08,Asia Pacific,IT,user8134,In Storage,Windows 10,Not Encrypted,181,0.0,63.24,No,5.98
AST001152,MIC6977061151,Microsoft,Surface Book 3,Laptop,2020-12-09,3091.03,2021-12-09,Latin America,Sales,user1697,Active,Ubuntu 22.04,Encrypted,0,45.32,94.27,No,3.89
AST001153,MIC2355821152,Microsoft,Surface Pro 8,Server,2021-07-08,9330.25,2026-07-07,Europe,IT,user2945,Active,,,6,61.46,48.31,No,3.32
AST001154,MIC3950741153,Microsoft,Surface Go 3,Desktop,2019-08-17,1637.3,2020-08-16,North America,IT,user9714,Active,macOS Sonoma,Encrypted,3,31.9,49.87,Yes,5.21
AST001155,MIC5529751154,Microsoft,Surface Pro 8,Server,2022-07-23,11989.23,,North America,Operations,user1326,Active,,,4,57.4,64.24,No,2.28
AST001156,HP7624991155,HP,EliteBook 840,Laptop,2018-01-23,878.9,,Europe,HR,user2578,In Storage,Windows 11,Encrypted,130,0.0,78.62,Yes,6.77
AST001157,MIC5174461156,Microsoft,Surface Laptop 4,Desktop,2021-12-26,1404.76,,Latin America,Finance,user2023,Active,macOS Sonoma,Encrypted,2,80.12,84.76,No,2.85
AST001158,APP5273041157,Apple,MacBook Air M1,Desktop,2019-12-28,1833.15,2022-12-27,North America,Marketing,user4339,In Repair,macOS Ventura,Encrypted,13,26.46,62.6,No,4.84
AST001159,DEL3365681158,Dell,PowerEdge R740,Tablet,2019-12-27,973.52,2020-12-26,Europe,IT,user9287,Active,,Encrypted,1,36.11,65.89,No,4.85
AST001160,MIC6169561159,Microsoft,Surface Pro 8,Tablet,2021-12-01,921.07,2024-11-30,North America,Sales,user1324,In Storage,,Not Encrypted,266,0.0,77.92,No,2.92
AST001161,LEN2336251160,Lenovo,ThinkPad T14,Tablet,2018-01-26,773.67,2023-01-25,Latin America,Sales,user5052,Retired,,Encrypted,2384,0.0,0.0,Yes,6.76
AST001162,DEL2868511161,Dell,Latitude 5420,Server,2021-12-14,12344.24,2024-12-13,North America,Operations,user5897,Retired,,,609,0.0,0.0,No,2.88
AST001163,HP4230111162,HP,ProLiant DL380,Server,2022-02-18,11167.43,2023-02-18,Europe,HR,user3266,Active,,,6,54.7,79.64,No,2.7
AST001164,LEN2496521163,Lenovo,ThinkCentre M90,Desktop,2022-11-18,1288.35,2025-11-17,Latin America,Sales,user8291,Active,Ubuntu 20.04,Encrypted,0,69.66,77.98,No,1.95
AST001165,LEN8188861164,Lenovo,ThinkSystem SR650,Laptop,2024-06-09,1850.27,2027-06-09,Asia Pacific,Sales,user9159,Active,macOS Ventura,Encrypted,7,21.4,30.25,No,0.39
AST001166,DEL7097731165,Dell,Latitude 7420,Tablet,2024-10-27,829.15,2029-10-26,North America,Sales,user6625,Active,,Encrypted,4,27.32,60.03,No,0.01
AST001167,LEN9762881166,Lenovo,ThinkPad X1 Carbon,Tablet,2020-12-22,1110.1,2021-12-22,North America,Finance,user6352,Active,,Encrypted,0,71.5,40.83,No,3.86
AST001168,APP6453471167,Apple,Mac Mini M1,Desktop,2018-06-10,902.12,2021-06-09,Europe,IT,user9759,In Storage,Ubuntu 20.04,Unknown,178,0.0,65.94,No,6.39
AST001169,MIC2111341168,Microsoft,Surface Pro 8,Tablet,2018-06-18,1095.47,2023-06-17,Latin America,Engineering,user8761,In Storage,,Encrypted,186,0.0,73.34,Yes,6.37
AST001170,HP4731781169,HP,ProBook 450,Laptop,2023-01-06,1896.58,2028-01-05,North America,HR,user7607,Active,macOS Sonoma,Encrypted,0,23.07,43.84,No,1.82
AST001171,LEN8560371170,Lenovo,ThinkCentre M90,Laptop,2024-05-04,2350.85,2027-05-04,North America,Marketing,user1848,Active,macOS Sonoma,Encrypted,7,83.62,73.22,No,0.49
AST001172,HP2379151171,HP,EliteBook 840,Server,2018-05-08,11014.53,2021-05-07,North America,Sales,user5964,Active,,,3,47.8,87.76,Yes,6.48
AST001173,APP7409751172,Apple,"MacBook Pro 16""",Monitor,2022-09-25,725.94,2025-09-24,Latin America,Finance,user3065,Active,,,6,73.2,54.32,No,2.1
AST001174,LEN3711821173,Lenovo,ThinkPad T14,Server,2020-01-25,9989.04,2021-01-24,Latin America,Sales,user5831,Retired,,,550,0.0,0.0,Yes,4.77
AST001175,LEN9707751174,Lenovo,ThinkCentre M90,Tablet,2021-08-26,465.47,2024-08-25,Europe,HR,user4690,Active,,Encrypted,3,59.05,51.21,Yes,3.18
AST001176,LEN3483321175,Lenovo,ThinkPad T14,Monitor,2019-02-21,753.88,2022-02-20,Europe,Operations,user2113,Active,,,0,20.22,46.19,Yes,5.69
AST001177,APP2785841176,Apple,MacBook Air M1,Server,2022-10-10,15356.48,2025-10-09,Asia Pacific,Finance,user3964,Active,,,3,60.14,66.12,No,2.06
AST001178,LEN6547941177,Lenovo,ThinkSystem SR650,Laptop,2019-04-19,2247.86,2020-04-18,North America,HR,user1896,Disposed,macOS Ventura,Encrypted,851,0.0,0.0,Yes,5.54
AST001179,MIC8794581178,Microsoft,Surface Book 3,Laptop,2023-01-10,2925.52,2028-01-09,Asia Pacific,IT,user8182,Active,macOS Sonoma,Encrypted,4,50.66,79.7,No,1.81
AST001180,DEL3047191179,Dell,OptiPlex 7090,Monitor,2024-05-28,274.89,,Europe,Sales,user9754,Active,,,4,38.81,88.58,No,0.43
AST001181,DEL1716351180,Dell,Latitude 7420,Laptop,2020-09-08,1399.46,2025-09-07,Europe,Sales,user3868,In Repair,Ubuntu 20.04,Not Encrypted,23,27.55,93.73,No,4.15
AST001182,APP4433431181,Apple,"MacBook Pro 14""",Desktop,2021-03-14,1632.86,2022-03-14,Latin America,Engineering,user6352,In Repair,Ubuntu 20.04,Unknown,20,5.52,74.48,No,3.63
AST001183,DEL9483731182,Dell,Latitude 5420,Laptop,2021-12-30,1475.73,2026-12-29,North America,HR,user7207,Active,Windows 11,Not Encrypted,7,32.22,48.15,No,2.84
AST001184,HP1505661183,HP,ProBook 450,Server,2024-08-04,10322.66,2025-08-04,Asia Pacific,Sales,user1475,Active,,,4,77.76,70.89,No,0.24
AST001185,HP2784681184,HP,EliteBook 840,Tablet,2023-12-17,920.44,2026-12-16,Latin America,HR,user9553,In Repair,,Encrypted,28,21.27,40.64,No,0.87
AST001186,MIC6434901185,Microsoft,Surface Book 3,Tablet,2023-02-19,1291.57,2024-02-19,North America,Finance,user6710,Active,,Encrypted,7,31.1,89.2,No,1.7
AST001187,HP1150871186,HP,ProLiant DL380,Laptop,2024-07-19,2374.59,2027-07-19,Asia Pacific,HR,user8403,Active,macOS Ventura,Encrypted,1,73.3,49.45,No,0.28
AST001188,DEL4583181187,Dell,Latitude 7420,Monitor,2022-10-09,651.19,2027-10-08,North America,Engineering,user1486,Active,,,2,54.0,55.43,No,2.06
AST001189,DEL9846941188,Dell,Latitude 7420,Tablet,2023-07-07,976.11,2028-07-05,Europe,Engineering,,Active,,Encrypted,1,37.88,89.57,No,1.32
AST001190,DEL4282891189,Dell,PowerEdge R740,Server,2024-06-21,12445.14,2029-06-20,North America,Engineering,user7122,Active,,,5,29.61,85.99,No,0.36
AST001191,APP2317531190,Apple,"MacBook Pro 16""",Laptop,2020-03-10,2924.76,2025-03-09,Latin America,HR,user1170,Active,Windows 11,Encrypted,6,21.3,78.39,Yes,4.64
AST001192,LEN2289921191,Lenovo,ThinkPad X1 Carbon,Monitor,2020-09-23,225.63,2025-09-22,Asia Pacific,IT,user2655,In Storage,,,51,0.0,67.31,No,4.1
AST001193,HP1826961192,HP,ProBook 450,Monitor,2023-03-04,330.22,2026-03-03,Asia Pacific,Marketing,user7587,Active,,,1,78.88,90.62,No,1.66
AST001194,MIC4060781193,Microsoft,Surface Pro 8,Server,2020-05-06,12354.72,2025-05-05,Europe,IT,user8048,Active,,,0,65.78,70.73,No,4.49
AST001195,LEN3516411194,Lenovo,ThinkSystem SR650,Server,2020-09-07,9715.37,2025-09-06,Europe,Sales,user1697,Active,,,2,43.21,81.34,Yes,4.15
AST001196,DEL5322321195,Dell,PowerEdge R740,Desktop,2022-03-30,668.89,2027-03-29,North America,Marketing,user2125,Active,Ubuntu 22.04,Encrypted,5,79.42,49.17,No,2.59
AST001197,APP1012811196,Apple,MacBook Air M1,Monitor,2021-10-03,365.59,2026-10-02,Europe,IT,,Active,,,4,46.62,47.26,No,3.08
AST001198,LEN3410851197,Lenovo,ThinkSystem SR650,Desktop,2022-09-16,1132.78,2027-09-15,Europe,IT,user8426,Active,Ubuntu 20.04,Encrypted,2,80.69,63.09,Yes,2.12
AST001199,APP6302191198,Apple,"MacBook Pro 14""",Tablet,2022-09-10,1078.04,2023-09-10,Asia Pacific,Marketing,user1058,Active,,Encrypted,4,65.19,85.94,No,2.14
AST001200,MIC2292741199,Microsoft,Surface Book 3,Server,2021-08-03,12395.67,2024-08-02,Europe,IT,user8433,In Repair,,,18,3.36,75.95,No,3.24
AST001201,APP7193381200,Apple,"MacBook Pro 14""",Tablet,2019-03-09,1044.03,2020-03-08,North America,Marketing,user1575,Retired,,Encrypted,1898,0.0,0.0,No,5.65
AST001202,APP3632641201,Apple,Mac Mini M1,Desktop,2022-12-21,890.32,,North America,Marketing,user8364,Active,Windows 10,Encrypted,5,82.52,44.46,No,1.86
AST001203,MIC7870361202,Microsoft,Surface Book 3,Laptop,2020-03-01,2912.72,2021-03-01,Europe,IT,user1647,Active,Ubuntu 20.04,Not Encrypted,6,83.01,42.11,Yes,4.67
AST001204,DEL2673111203,Dell,PowerEdge R740,Monitor,2023-03-07,362.43,2024-03-06,Europe,Engineering,user5458,Active,,,4,69.27,34.31,Yes,1.65
AST001205,MIC8656591204,Microsoft,Surface Laptop 4,Laptop,2023-06-01,2665.19,,Latin America,Finance,user8628,Active,Ubuntu 22.04,Encrypted,4,26.42,71.23,No,1.42
AST001206,APP7770511205,Apple,Mac Mini M1,Monitor,2020-04-18,785.29,2025-04-17,Europe,Sales,,Active,,,5,25.08,62.24,Yes,4.54
AST001207,DEL2780851206,Dell,Latitude 5420,Laptop,2018-05-26,895.35,2023-05-25,Europe,Engineering,user7543,Active,Windows 10,Encrypted,6,54.18,36.45,Yes,6.43
AST001208,DEL5874261207,Dell,OptiPlex 7090,Tablet,2020-08-26,780.64,,Asia Pacific,IT,user1510,Active,,Encrypted,6,66.89,34.56,No,4.18
AST001209,DEL3141121208,Dell,PowerEdge R740,Laptop,2020-09-23,1718.91,2021-09-23,Latin America,Marketing,user3812,Active,Windows 10,Encrypted,0,21.69,59.99,No,4.1
AST001210,MIC6200701209,Microsoft,Surface Laptop 4,Server,2022-05-16,7942.47,2023-05-16,Europe,Marketing,user5576,Active,,,2,27.8,82.28,Yes,2.46
AST001211,DEL1973521210,Dell,Latitude 5420,Server,2023-02-06,11479.46,2024-02-06,North America,Finance,user3158,Active,,,3,46.46,93.91,Yes,1.73
AST001212,LEN9365911211,Lenovo,ThinkPad T14,Desktop,2024-08-04,1358.31,2027-08-04,Europe,Sales,user5998,Active,Ubuntu 20.04,Encrypted,1,29.22,77.62,No,0.24
AST001213,DEL8100191212,Dell,Latitude 7420,Desktop,2022-09-20,720.54,2023-09-20,Asia Pacific,Engineering,user5916,Active,Ubuntu 22.04,Encrypted,5,40.53,44.6,Yes,2.11
AST001214,LEN6667471213,Lenovo,ThinkCentre M90,Tablet,2019-04-04,1104.67,2022-04-03,Asia Pacific,Operations,user2489,In Storage,,Unknown,97,0.0,36.87,No,5.58
AST001215,MIC6244971214,Microsoft,Surface Go 3,Tablet,2020-11-11,1066.54,2021-11-11,Asia Pacific,Sales,user7215,Active,,Encrypted,6,71.43,89.04,No,3.97
AST001216,LEN1457301215,Lenovo,ThinkPad T14,Laptop,2022-12-01,885.6,2025-11-30,Europe,Sales,user3140,Active,Ubuntu 20.04,Encrypted,1,83.49,37.12,Yes,1.92
AST001217,HP5526631216,HP,EliteDesk 800,Desktop,2020-08-01,768.74,2023-08-01,North America,Finance,user9647,Active,Windows 10,Encrypted,4,53.14,47.58,No,4.25
AST001218,HP1190561217,HP,ProLiant DL380,Desktop,2019-08-31,1093.69,,Latin America,Finance,user1032,Disposed,macOS Ventura,Encrypted,915,0.0,0.0,No,5.17
AST001219,APP1242661218,Apple,MacBook Air M1,Server,2024-08-28,14035.39,2025-08-28,North America,Sales,user5130,Active,,,0,20.22,63.87,No,0.18
AST001220,MIC8620581219,Microsoft,Surface Pro 8,Desktop,2019-07-23,1318.0,2024-07-21,North America,Sales,user9715,Retired,Windows 10,Encrypted,592,0.0,0.0,No,5.28
AST001221,MIC3568421220,Microsoft,Surface Book 3,Monitor,2024-02-04,291.69,2027-02-03,North America,Marketing,user8864,Disposed,,,190,0.0,0.0,No,0.74
AST001222,MIC1969581221,Microsoft,Surface Book 3,Tablet,2020-06-16,1208.64,2023-06-16,Asia Pacific,Operations,user9575,Active,,Encrypted,1,77.87,77.0,Yes,4.38
AST001223,LEN3133361222,Lenovo,ThinkPad T14,Monitor,2024-06-06,394.37,,Europe,HR,user1197,Retired,,,69,0.0,0.0,No,0.4
AST001224,APP2446491223,Apple,"MacBook Pro 14""",Server,2023-01-03,9970.96,2028-01-02,North America,Engineering,user1879,Active,,,4,38.42,87.89,No,1.83
AST001225,HP2475741224,HP,EliteBook 840,Tablet,2023-09-08,426.94,2026-09-07,Asia Pacific,Marketing,user3445,Active,,Encrypted,2,62.42,63.37,No,1.15
AST001226,DEL3330661225,Dell,OptiPlex 7090,Server,2021-08-23,8444.41,2022-08-23,Latin America,IT,user4156,Retired,,,658,0.0,0.0,Yes,3.19
AST001227,DEL1728161226,Dell,Latitude 5420,Monitor,2019-10-16,577.01,2022-10-15,Asia Pacific,HR,user9994,Retired,,,1760,0.0,0.0,No,5.04
AST001228,MIC3540731227,Microsoft,Surface Book 3,Laptop,2022-06-17,2194.44,2027-06-16,Latin America,IT,user1881,Active,Windows 10,Encrypted,0,23.95,69.1,Yes,2.37
AST001229,DEL4924411228,Dell,Latitude 7420,Desktop,2019-06-05,610.38,2024-06-03,Latin America,Sales,user5333,Retired,macOS Ventura,Encrypted,1464,0.0,0.0,Yes,5.41
AST001230,HP2122721229,HP,EliteDesk 800,Monitor,2022-04-13,573.22,2023-04-13,Asia Pacific,Finance,user5912,Active,,,4,62.58,88.1,No,2.55
AST001231,DEL6607341230,Dell,PowerEdge R740,Monitor,2020-04-19,301.45,2023-04-19,Asia Pacific,Engineering,user7911,Disposed,,,813,0.0,0.0,No,4.53
AST001232,DEL3894711231,Dell,PowerEdge R740,Desktop,2020-01-21,1485.21,2021-01-20,Latin America,Sales,user7556,Active,Ubuntu 20.04,Encrypted,0,53.11,85.07,No,4.78
AST001233,APP9454421232,Apple,"MacBook Pro 16""",Tablet,2021-04-16,1050.67,2022-04-16,Latin America,HR,,Active,,Encrypted,1,63.06,67.58,No,3.54
AST001234,HP2581411233,HP,ProBook 450,Desktop,2021-07-06,678.19,2022-07-06,Latin America,Engineering,user7199,Retired,macOS Ventura,Encrypted,609,0.0,0.0,No,3.32
AST001235,MIC8031541234,Microsoft,Surface Pro 8,Monitor,2022-01-01,814.0,2023-01-01,Latin America,Engineering,user2440,Active,,,2,21.12,55.98,No,2.83
AST001236,HP9454571235,HP,EliteBook 840,Tablet,2023-12-16,543.02,2028-12-14,North America,Marketing,user5710,Active,,Encrypted,3,20.16,73.46,No,0.88
AST001237,MIC9547751236,Microsoft,Surface Go 3,Monitor,2024-01-08,944.97,2025-01-07,Asia Pacific,Finance,user1716,Active,,,6,46.33,86.3,Yes,0.81
AST001238,LEN6207971237,Lenovo,ThinkPad T14,Laptop,2020-10-09,1041.87,2021-10-09,Latin America,IT,user9648,Retired,Windows 10,Unknown,422,0.0,0.0,No,4.06
AST001239,HP1138471238,HP,EliteBook 840,Desktop,2020-04-05,788.87,,Latin America,Engineering,user5522,Active,Windows 10,Encrypted,7,55.8,68.49,No,4.57
AST001240,HP8944741239,HP,ProLiant DL380,Laptop,2019-02-10,1459.52,2024-02-09,Europe,Engineering,,Retired,macOS Ventura,Encrypted,1135,0.0,0.0,No,5.72
AST001241,MIC7592251240,Microsoft,Surface Book 3,Laptop,2019-02-08,1306.26,2020-02-08,Europe,Sales,user6384,Retired,macOS Ventura,Encrypted,763,0.0,0.0,No,5.73
AST001242,HP7278281241,HP,ProBook 450,Monitor,2019-05-04,656.27,2022-05-03,Europe,Sales,,Active,,,2,56.28,73.94,No,5.49
AST001243,DEL9125351242,Dell,Latitude 5420,Server,2022-10-14,6206.14,2025-10-13,Europe,Sales,user7294,Active,,,1,70.65,60.55,No,2.05
AST001244,LEN5881351243,Lenovo,ThinkPad X1 Carbon,Desktop,2023-01-07,1380.42,2026-01-06,North America,IT,user9995,In Storage,Windows 11,Not Encrypted,316,0.0,86.11,No,1.82
AST001245,LEN8013811244,Lenovo,ThinkPad T14,Monitor,2019-07-07,658.05,2024-07-05,Asia Pacific,Engineering,,Active,,,6,82.66,40.55,No,5.32
AST001246,APP1937871245,Apple,Mac Mini M1,Monitor,2023-04-18,511.05,2024-04-17,North America,Engineering,user6974,Active,,,7,64.35,53.17,No,1.54
AST001247,APP3957711246,Apple,MacBook Air M1,Monitor,2022-05-10,921.86,2023-05-10,North America,Marketing,user9563,Active,,,7,80.3,44.14,No,2.48
AST001248,MIC9998371247,Microsoft,Surface Pro 8,Desktop,2021-03-27,1047.5,2024-03-26,Europe,IT,user2222,Active,macOS Ventura,Encrypted,4,52.72,44.33,Yes,3.6
AST001249,DEL1951211248,Dell,PowerEdge R740,Server,2022-02-02,5934.72,2027-02-01,Asia Pacific,IT,user6406,Active,,,6,65.39,56.28,No,2.74
AST001250,DEL4533281249,Dell,PowerEdge R740,Monitor,2022-09-19,392.57,2027-09-18,North America,Finance,user6243,Active,,,2,51.89,83.32,No,2.12
AST001251,MIC9955691250,Microsoft,Surface Go 3,Laptop,2023-07-12,3114.94,2026-07-11,North America,Engineering,user6935,Active,Ubuntu 22.04,Encrypted,1,28.71,68.5,No,1.31
AST001252,MIC9107211251,Microsoft,Surface Pro 8,Server,2020-07-19,12513.49,2023-07-19,Europe,IT,user7058,In Storage,,,39,0.0,39.98,No,4.28
AST001253,LEN8891981252,Lenovo,ThinkSystem SR650,Laptop,2019-02-21,1190.8,2024-02-20,North America,Finance,user8875,Active,Windows 10,Encrypted,3,23.97,62.5,Yes,5.69
AST001254,APP1522301253,Apple,"MacBook Pro 16""",Monitor,2020-07-23,386.36,2023-07-23,Europe,HR,user8520,Active,,,2,77.76,49.27,Yes,4.27
AST001255,LEN2427181254,Lenovo,ThinkSystem SR650,Server,2019-08-28,5102.86,2022-08-27,Latin America,Operations,user8351,Disposed,,,560,0.0,0.0,Yes,5.18
AST001256,HP2450841255,HP,ProLiant DL380,Desktop,2018-10-04,922.32,2023-10-03,Europe,Finance,user7568,Disposed,Ubuntu 20.04,Encrypted,1626,0.0,0.0,Yes,6.08
AST001257,APP4508621256,Apple,Mac Mini M1,Tablet,2024-10-23,1331.38,2029-10-22,Europe,HR,user4829,Active,,Encrypted,0,71.83,63.61,No,0.02
AST001258,DEL5499061257,Dell,Latitude 5420,Monitor,2023-11-20,770.93,2026-11-19,North America,HR,user6363,In Repair,,,26,23.16,60.83,No,0.95
AST001259,HP8386831258,HP,ProLiant DL380,Monitor,2023-01-19,717.59,2028-01-18,Europe,Engineering,user8148,Active,,,7,52.51,87.32,No,1.78
AST001260,MIC6055661259,Microsoft,Surface Pro 8,Monitor,2020-01-12,340.56,2021-01-11,North America,Engineering,user3874,Active,,,6,68.72,38.47,No,4.8
AST001261,APP9778151260,Apple,Mac Mini M1,Monitor,2022-10-11,690.94,2025-10-10,Europe,IT,user7094,Active,,,7,26.93,40.68,No,2.06
AST001262,LEN5332801261,Lenovo,ThinkPad X1 Carbon,Desktop,2022-10-07,1495.41,2027-10-06,North America,IT,user1484,Retired,macOS Ventura,Encrypted,188,0.0,0.0,No,2.07
AST001263,HP5194951262,HP,EliteDesk 800,Server,2023-07-23,14238.51,2024-07-22,Latin America,Engineering,user1316,Active,,,0,47.45,31.64,Yes,1.28
AST001264,DEL2676771263,Dell,Latitude 5420,Monitor,2018-05-15,537.92,2021-05-14,Latin America,Sales,user4667,Active,,,3,33.56,56.86,Yes,6.46
AST001265,HP3296211264,HP,EliteBook 840,Tablet,2024-01-21,990.53,2029-01-19,Europe,Finance,user6325,Active,,Not Encrypted,0,68.19,79.16,No,0.78
AST001266,APP9567951265,Apple,Mac Mini M1,Desktop,2020-01-09,1282.21,2025-01-07,Europe,Engineering,user5890,Active,macOS Sonoma,Encrypted,1,30.4,67.22,No,4.81
AST001267,APP7148681266,Apple,Mac Mini M1,Server,2021-09-18,11357.25,2026-09-17,Latin America,Operations,user5338,In Repair,,,21,25.89,65.94,Yes,3.12
AST001268,DEL1107261267,Dell,PowerEdge R740,Tablet,2021-05-19,932.09,,North America,Marketing,,In Repair,,Encrypted,20,22.45,94.59,No,3.45
AST001269,HP7002281268,HP,EliteBook 840,Tablet,2019-11-11,1131.1,2024-11-09,Europe,Finance,user1533,Active,,Encrypted,1,78.77,80.48,No,4.97
AST001270,HP2190361269,HP,ProBook 450,Monitor,2020-10-09,570.92,2021-10-09,Europe,HR,user6429,Active,,,0,82.23,45.9,Yes,4.06
AST001271,LEN3021111270,Lenovo,ThinkPad X1 Carbon,Monitor,2020-07-14,725.09,2021-07-14,Asia Pacific,Engineering,user4410,Retired,,,1369,0.0,0.0,No,4.3
AST001272,HP8892191271,HP,ProBook 450,Server,2024-08-22,7702.23,2027-08-22,Europe,Marketing,user4776,Active,,,0,72.77,31.73,No,0.19
AST001273,DEL4897501272,Dell,OptiPlex 7090,Server,2024-09-17,7778.55,2029-09-16,North America,IT,user8882,Active,,,2,81.84,37.66,No,0.12
AST001274,APP1797051273,Apple,"MacBook Pro 16""",Desktop,2019-01-16,1602.5,2022-01-15,North America,Sales,user3169,Retired,macOS Ventura,Encrypted,2026,0.0,0.0,Yes,5.79
AST001275,HP2487581274,HP,ProBook 450,Server,2022-10-01,12012.2,2023-10-01,Latin America,IT,user7531,In Storage,,,170,0.0,60.77,Yes,2.08
AST001276,APP1640511275,Apple,"MacBook Pro 14""",Desktop,2018-01-19,1003.53,2021-01-18,North America,IT,user6167,Retired,macOS Ventura,Encrypted,828,0.0,0.0,No,6.78
AST001277,HP6425591276,HP,EliteDesk 800,Monitor,2018-02-10,710.81,2019-02-10,Latin America,Marketing,user4895,In Storage,,,168,0.0,43.64,No,6.72
AST001278,APP7588021277,Apple,"MacBook Pro 16""",Desktop,2023-03-25,1713.54,2026-03-24,Asia Pacific,Operations,user9933,Active,Ubuntu 20.04,Encrypted,2,44.33,78.18,No,1.6
AST001279,DEL8943521278,Dell,Latitude 7420,Tablet,2018-01-31,536.12,2019-01-31,Latin America,HR,user4248,In Storage,,Encrypted,307,0.0,61.4,Yes,6.75
AST001280,DEL3014371279,Dell,Latitude 5420,Monitor,2019-11-11,697.73,2024-11-09,Europe,Engineering,user6886,Active,,,4,82.4,47.87,No,4.97
AST001281,LEN9180351280,Lenovo,ThinkSystem SR650,Server,2019-07-07,11376.48,2020-07-06,Asia Pacific,Operations,user6937,In Repair,,,12,0.54,63.01,Yes,5.32
AST001282,LEN5689461281,Lenovo,ThinkSystem SR650,Laptop,2019-11-23,1092.58,2022-11-22,Latin America,Finance,user7647,Active,Ubuntu 20.04,Encrypted,2,31.93,52.77,No,4.94
AST001283,LEN7228761282,Lenovo,ThinkPad X1 Carbon,Desktop,2019-01-07,610.3,2020-01-07,North America,Marketing,user5709,Disposed,Ubuntu 22.04,Encrypted,527,0.0,0.0,No,5.82
AST001284,APP1699951283,Apple,MacBook Air M1,Server,2022-12-22,12703.78,2023-12-22,Asia Pacific,Operations,user6919,Active,,,6,45.9,47.05,No,1.86
AST001285,DEL1981951284,Dell,Latitude 7420,Laptop,2018-11-03,947.63,2021-11-02,Europe,Sales,user3626,Active,Windows 10,Encrypted,1,57.37,45.96,No,5.99
AST001286,DEL2361041285,Dell,Latitude 5420,Server,2023-12-07,8909.22,2026-12-06,Europe,Operations,user1899,Active,,,7,62.84,50.82,No,0.9
AST001287,MIC2537351286,Microsoft,Surface Laptop 4,Monitor,2018-03-02,928.76,2023-03-01,North America,Finance,user8285,Retired,,,1114,0.0,0.0,Yes,6.67
AST001288,HP4659171287,HP,EliteBook 840,Server,2018-02-20,7760.22,2021-02-19,Asia Pacific,IT,user4277,Retired,,,1240,0.0,0.0,Yes,6.69
AST001289,HP9284161288,HP,ProBook 450,Server,2023-03-16,7510.08,2024-03-15,Asia Pacific,Finance,,Active,,,6,54.02,60.98,No,1.63
AST001290,MIC2979561289,Microsoft,Surface Book 3,Laptop,2022-10-22,1421.08,2027-10-21,Europe,IT,user9100,Active,Windows 11,Encrypted,7,41.31,52.11,No,2.03
AST001291,LEN7004141290,Lenovo,ThinkPad T14,Tablet,2022-12-29,604.42,2025-12-28,North America,Finance,user4217,Active,,Encrypted,4,25.06,62.25,No,1.84
AST001292,LEN1662901291,Lenovo,ThinkCentre M90,Monitor,2020-07-12,591.7,2023-07-12,North America,Marketing,user8108,Active,,,2,47.17,66.91,Yes,4.3
AST001293,LEN7098001292,Lenovo,ThinkCentre M90,Desktop,2021-07-05,1302.91,2022-07-05,Latin America,Marketing,user1262,Active,Windows 10,Encrypted,4,31.33,55.4,Yes,3.32
AST001294,LEN5154241293,Lenovo,ThinkPad X1 Carbon,Server,2021-06-02,12277.41,2022-06-02,North America,Marketing,user5518,Active,,,6,67.91,49.08,No,3.41
AST001295,APP4856061294,Apple,Mac Mini M1,Monitor,2020-11-16,774.11,2021-11-16,North America,Marketing,user7621,Retired,,,1137,0.0,0.0,Yes,3.96
AST001296,LEN9821221295,Lenovo,ThinkPad X1 Carbon,Tablet,2018-09-02,1070.1,2023-09-01,Latin America,IT,user1671,Active,,Unknown,7,80.09,40.85,No,6.16
AST001297,LEN3215361296,Lenovo,ThinkCentre M90,Desktop,2022-08-15,624.34,2023-08-15,Latin America,Operations,user7960,Active,macOS Sonoma,Encrypted,6,22.16,88.46,No,2.21
AST001298,HP3948691297,HP,ProLiant DL380,Laptop,2023-04-14,2119.37,2028-04-12,North America,Engineering,user8788,Active,Ubuntu 20.04,Encrypted,1,55.62,38.82,No,1.55
AST001299,APP9527081298,Apple,Mac Mini M1,Tablet,2021-09-09,695.93,2026-09-08,Latin America,Sales,user7794,Active,,Encrypted,5,63.96,82.54,Yes,3.14
